"GEMS TARIFF FOR SERVICES BY CONTRACTED ANAESTHESIOLOGISTS FOR ALL OPTIONS
WITH EFFECT FROM 2026-01-01",,010 - Anaesthesiology,
5955,"3D Echocardiography for congenital cardiac abnormality: Transthoracic, Volumetric and functional evaluation - PROFESSIONAL COMPONENT ",,
5956,3D Echocardiography for congenital abnormality: Trans-oesophageal - PROFESSIONAL COMPONENT,,
5972,"Stent placement right ventricular outflow tract, branch pulmonary artery, coarctation of the aorta, collateral vessel (incl. MAPCA), venous system (IVC, SVC, systemic vein or patent ductus arteriosus): First vessel",R945.40,T
5973,"Stent placement right ventricular outflow tract, branch pulmonary artery, coarctation of the aorta, collateral vessel (incl. MAPCA) or venous system (IVC, SVC, systemic vein or patent ductus arteriosus): Subsequent vessels (per vessel)",R945.40,T
5974,"Stent placement,branch pulmonary artery: First vessel",R945.40,T
5975,"Stent placement, branch pulmonary artery: Subsequent vessels (per vessel)",R945.40,T
5976,Stent placement coarctation of the aorta,R945.40,T
5980,Stent patent ductus arteriosus and interatrial communication,R945.40,T
5981,Percutaneous stent placement in systemic to pulmonary shunt (e.g. Blalock-Taussig/Sano),R945.40,T
5985,"ASD/PFO/Interatrial communication closure percutaneous, device placement","R1,575.50",T
5986,"VSD closure, percutaneous, device placement","R1,575.50",T
5987,PFO closure with device,"R1,575.50",T
5989,PDA closure-coil or ductal device,R945.40,T
5990,"Closure, arterio-venous shunt (incl. Blalock, Sano) any method",R945.40,T
5991,"Transcatheter occlusion or embolisation any method, non-central nervous system, non-head or neck",R945.40,T
5992,Closure interatrial communication (Fontan fenestration etc),"R1,575.50",T
5995,Rapid right ventricular pacing for percutaneous procedure,"R1,575.50",T
5996,Removal of embolised device/materials,R945.40,T
5998,Biopsy: Endomyocardial,"R1,102.70",T
6000,Actigraphy: Patient monitored for a minimum of 72 hours (includes equipment fee and interpretation),,
5097,Vertebroplasty - Introduction of stabilising material under screening or CT control - per level,"R2,048.00",T
5098,"Endoscopic ultrasound: Upper gastro-intestinal tract. Includes oesophagus, stomach, duodenum and/or jejunum, as appropriate",,
5099,"Endoscopic ultrasound: Upper gastro-intestinal tract. Includes oesophagus, stomach, duodenum and/or jejunum, as appropriate, with ultrasound-guided aspiration and/or biopsy",,
,MODIFIER GOVERNING INTERVENTIONAL RADIOLOGICAL PROCEDURES,,
0090,"Doctor's remuneration for participation in a team: 30,00 radiology units per ½ hour or part thereof for all interventional radiological procedures, excluding any pre- or post-operative angiography, catheterisation, CT-scanning, ultrasound-scanning or x-ray procedures. (Only to be charged if radiologist is hands-on, and not for interpretation of images only)",,
19.15,Magnetic Resonance Imaging (MRI),,
6106,"Where a magnetic resonance angiography (MRA) of large vessels is performed as primary examination, 100% of the fee is applicable. This modifier is only applicable if the series is performed by use of a recognised angiographic software package with reconstruction capability",,
6107,"Where a magnetic resonance angiography (MRA) of the vessels is performed additional to an examination of a particular region, 50% of the fee is applicable for the angiography. This modifier is only applicable if the series is performed by use of a recognised angiographic software package with reconstruction capability",,
6108,"Where only a gradient echo series is performed with a machine without a recognised angiographic software package with reconstruction ability, 20% of the full fee is applicable specifying that it is a “flow sensitive series”",,
,Please note: The calculated amounts in this section are calculated according to the magnetic resonance imaging unit value.,,
,Items 6200 to 6255 reflect the anatomical region examined.  The modifiers above reflect what was done and how the fee was arrived at.,,
6200,Magnetic Resonance Imaging: Per anatomical region: Brain,R787.90,T
6201,Magnetic Resonance Imaging: Per anatomical region: Orbitae,R787.90,T
6202,Magnetic Resonance Imaging: Per anatomical region: Paranasal sinuses,R787.90,T
6203,Magnetic Resonance Imaging: Per anatomical region: Soft tissue: Face/skull,R787.90,T
6204,Magnetic Resonance Imaging: Per anatomical region: Skull basis/cranio-cervical joint,R787.90,T
6205,Magnetic Resonance Imaging: Per anatomical region: Middle and internal ears,R787.90,T
6206,Magnetic Resonance Imaging: Per anatomical region: Soft tissue: Neck,R787.90,T
6207,Magnetic Resonance Imaging: Per anatomical region: Thyroid/para-thyroid,R787.90,T
6208,Magnetic Resonance Imaging: Per anatomical region: Hypophysis (see modifiers 6104 and 6105 for limited examinations),R787.90,T
6209,Magnetic Resonance Imaging: Per anatomical region: Bone tumour (see modifier 6103),R787.90,T
6210,Magnetic Resonance Imaging: Per anatomical region: Cervical vertebrae,R787.90,T
6211,Magnetic Resonance Imaging: Per anatomical region: Thoracic vertebrae,R787.90,T
6212,Magnetic Resonance Imaging: Per anatomical region: Lumbar vertebrae,R787.90,T
6213,Magnetic Resonance Imaging: Per anatomical region: Sacrum,R787.90,T
6214,Magnetic Resonance Imaging: Per anatomical region: Pelvis,R787.90,T
6215,Magnetic Resonance Imaging: Per anatomical region: Pelvic organs,R787.90,T
6216,Magnetic Resonance Imaging: Per anatomical region: Abdomen,R787.90,T
6217,Magnetic Resonance Imaging: Per anatomical region: Thorax wall,R787.90,T
6218,Magnetic Resonance Imaging: Per anatomical region: Mediastinum,R787.90,T
6219,Magnetic Resonance Imaging: Per anatomical region: Soft tissue: Back,R787.90,T
6220,Magnetic Resonance Imaging: Per anatomical region: Left shoulder,R787.90,T
6221,Magnetic Resonance Imaging: Per anatomical region: Right shoulder,R787.90,T
6222,Magnetic Resonance Imaging: Per anatomical region: Both hips,R787.90,T
6223,Magnetic Resonance Imaging: Per anatomical region: Left hip,R787.90,T
6224,Magnetic Resonance Imaging: Per anatomical region: Right hip,R787.90,T
6225,Magnetic Resonance Imaging: Per anatomical region: Left upper-arm,R787.90,T
6226,Magnetic Resonance Imaging: Per anatomical region: Right upper-arm,R787.90,T
6227,Magnetic Resonance Imaging: Per anatomical region: Left elbow,R787.90,T
6228,Magnetic Resonance Imaging: Per anatomical region: Right elbow,R787.90,T
6229,Magnetic Resonance Imaging: Per anatomical region: Left fore-arm,R787.90,T
6230,Magnetic Resonance Imaging: Per anatomical region: Right fore-arm,R787.90,T
6231,Magnetic Resonance Imaging: Per anatomical region: Left wrist and hand,R787.90,T
6232,Magnetic Resonance Imaging: Per anatomical region: Right wrist and hand,R787.90,T
6233,Magnetic Resonance Imaging: Per anatomical region: Left upper-leg,R787.90,T
6234,Magnetic Resonance Imaging: Per anatomical region: Right upper-leg,R787.90,T
6235,Magnetic Resonance Imaging: Per anatomical region: Left knee,R787.90,T
6236,Magnetic Resonance Imaging: Per anatomical region: Right knee,R787.90,T
6237,Magnetic Resonance Imaging: Per anatomical region: Left lower-leg,R787.90,T
6238,Magnetic Resonance Imaging: Per anatomical region: Right lower-leg,R787.90,T
6239,Magnetic Resonance Imaging: Per anatomical region: Left ankle,R787.90,T
6240,Magnetic Resonance Imaging: Per anatomical region: Right ankle,R787.90,T
6241,Magnetic Resonance Imaging: Per anatomical region: Left foot,R787.90,T
6242,Magnetic Resonance Imaging: Per anatomical region: Right foot,R787.90,T
6250,Magnetic Resonance angiography (See modifiers 6106 to 6108): Brain,R787.90,T
6251,Magnetic Resonance angiography (See modifiers 6106 to 6108): Large vessels: Neck,R787.90,T
6252,Magnetic Resonance angiography (See modifiers 6106 to 6108): Large vessels: Chest,R787.90,T
6253,Magnetic Resonance angiography (See modifiers 6106 to 6108): Large vessels: Abdomen,R787.90,T
6254,Magnetic Resonance angiography (See modifiers 6106 to 6108): Large vessels: Legs,R787.90,T
6255,Magnetic Resonance angiography (See modifiers 6106 to 6108): Heart,R787.90,T
6270,"Low field strength peripheral joint magnetic resonance imaging: Low field strength peripheral joint examination (feet, knees, hands, and elbows), in dedicated limb units not able to perform body, spine or head examinations",R787.90,T
20,Radiation Oncology,,
,"GENERAL RULES REGARDING THIS SECTION OF THE NATIONAL REFERENCE PRICE LIST

(a)   Unless specifically stated in this section of the NRPL-HS, the general descriptors between the professional and technical component apply to both components of the services.

(b)   The items reflecting the technical component in this section of the NRPL-HS may only be charged by the owner of the equipment.",,
BB.,The fees in this section (radiation oncology) do NOT include the cost of radium or isotopes,,
,Please note: The calculated amounts in this section are calculated according to the radiotherapy unit values,,
20.1,Kilovolt therapy,,
20.2,Radium therapy,,
20.3,Isotope therapy,,
0096,Radio-isotope therapy patients who fail to keep their appointments: Fee will include cost of isotope,,
20.4,Megavolt therapy,,
20.5,Beta-ray therapy with strontium-90-applicator,,
20.6,Planning of therapy,,
20.7,Technical aids,,
5141,Radiation materials (see modifier 0095),,
20.8,Oncological surgical procedures,,
20.9,Special procedures,,
20.10,Chemotherapy,,
,"Where patients are not treated in chemotherapy facilities, items 0213, 0214 and 0215  are used instead of items 5790, 5793 and 5795. Codes 0213, 0214 and 0215 are applicable to providers who only administer the drugs i.e. don't own or rent a facility and do not manage the patient.",,
,Codes 5790 to 5795 are for exclusive use by oncology trained doctors working within chemotherapy facilities,,
5790,"Non Infusional Chemotherapy: Global Fee for the management of and for related services delivered in the treatment of cancer with oral chemotherapy (per cycle), intramuscular (IMI), subcutaneous, intrathecal or bolus chemotherapy or oncology specific drug administration per treatment day - for exclusive use by doctors with appropriate oncology training (consultations to be charged separately) - (not applicable to oral hormonal therapy)",,
5791,"Non Infusional Chemotherapy Facility Fee: A facility where oncology medicines are procured or scripted for oral chemotherapy, intramuscular (IMI), subcutaneous, intrathecal or bolus chemotherapy or oncology specific drug administration per treatment day. This fee is chargeable by doctors with appropriate oncology training who owns or rents the facility, and by others e.g. hospitals or clinics that provide the services as per the appropriate billing structure. Said facilities are to be accredited under the auspices of SASMO and/or SASCRO (to be used in conjunction with item 5790)  - (not applicable to oral hormonal therapy) - only one of the parties are to charge this fee",,
5792,"Non Infusional Chemotherapy Facility Fee: A facility where oncology medicines are purchased, stored and dispensed during oral chemotherapy (per cycle), intramuscular (IMI), subcutaneous, intrathecal or bolus chemotherapy or oncology specific drug administration per treatment day. This fee is chargeable by doctors with appropriate oncology training who owns or rents the facility, and by others e.g. hospitals or clinics that provide the services as per the appropriate billing structure. Said facilities are to be accredited under the auspices of SASMO and/or SASCRO (to be used in conjunction with item 5790) - (not applicable to oral hormonal therapy) - only one of the parties are to charge this fee",,
,Non-infusional chemotherapy: Consultations are charged separately.,,
,"Non-infusional chemotherapy: In the case of intramuscular (IMI), subcutaneous, intrathecal or bolus chemotherapy administration the management fee can only be charged once per treatment day. Consultations are charged separately.",,
5793,Infusional Chemotherapy: Global fee for the management of and for services delivered during infusional chemotherapy per treatment day - for exclusive use by doctors with appropriate oncology training using recognised chemotherapy facilities(consultations to be charged separately),,
5794,"Infusional Chemotherapy Facility Fee: A facility where oncology medicines are procured, stored, admixed and administered, and in which appropriately-trained medical, nursing and support staff are in attendance. This fee is chargeable by doctors with appropriate oncology training who owns or rents the facility, and by others e.g. hospitals or clinics that provide the services as per the appropriate billing structure. Said facilities are to be accredited under the auspices of SASMO and/or SASCRO (to be used in conjunction with item 5793) - only one of the parties are to charge this fee",,
5795,"Infusional Chemotherapy Facility Fee: A facility where oncology medicines are purchased, stored, dispensed, admixed and administered and in which appropriately-trained medical, nursing and support staff are in attendance. This fee is chargeable by doctors with appropriate oncology training who owns or rents the facility, and by others e.g. hospitals or clinics that provide the services as per the appropriate billing structure. Said facilities are to be accredited under the auspices of SASMO and/or SASCRO (to be used in conjunction with item 5793) - only one of the parties are to charge this fee",,
,"Item 5795 is chargeable in addition to item 5793 by the Oncologist who owns or rents the chemotherapy facility, and by others e.g. hospitals or clinics that provide the services as per the appropriate billing structure. Said facilities are to be accredited under the auspices of SASMO and/or SASCRO (only to be added to item 5793 if own or rented facility is used).",,
20.11,Radiation Therapy Planning,,
20.11.1,Manual Radiotherapy Planning Procedures,,
5801,"Manual Radiotherapy Planning Procedures: No Simulation, Limited Graphic Planning, Single Volume of Interest - PROFESSIONAL COMPONENT",,
5601,"Manual Radiotherapy Planning Procedures: No Simulation, Limited Graphic Planning, Single Volume of Interest -TECHNICAL COMPONENT",,
5802,"Manual Radiotherapy Planning Procedures: No Simulation, Limited Graphic Planning, Multiple Volumes of Interest - PROFESSIONAL COMPONENT",,
5602,"Manual Radiotherapy Planning Procedures: No Simulation, Limited Graphic Planning, Multiple Volumes of Interest - TECHNICAL COMPONENT",,
5803,"Manual Radiotherapy Planning Procedures: No Simulation, Limited Graphic Planning, Special Technique - PROFESSIONAL COMPONENT",,
5603,"Manual Radiotherapy Planning Procedures: No Simulation, Limited Graphic Planning, Special Technique - TECHNICAL COMPONENT",,
20.11.2,Conventional Radiotherapy Planning Procedures,,
5808,"Conventional Radiotherapy Planning: Simulation, Limited Graphic Planning, Single Volume of Interest - PROFESSIONAL COMPONENT",,
5608,"Conventional Radiotherapy Planning: Simulation, Limited Graphic Planning, Single Volume of Interest - TECHNICAL COMPONENT",,
5809,"Conventional Radiotherapy Planning: Simulation, Limited Graphic Planning,  Multiple Volumes of Interest - PROFESSIONAL COMPONENT",,
5609,"Conventional Radiotherapy Planning: Simulation, Limited Graphic Planning,  Multiple Volumes of Interest - TECHNICAL COMPONENT",,
5810,"Conventional Radiotherapy Planning: Simulation, Limited Graphic Planning, Special Technique - PROFESSIONAL COMPONENT",,
5610,"Conventional Radiotherapy Planning: Simulation, Limited Graphic Planning, Special Technique - TECHNICAL COMPONENT",,
20.11.3,Three Dimensional Radiotherapy Planning Procedures,,
5820,"Three Dimensional Radiotherapy Planning Procedures: 3-Dimensional Simulation and Graphic Planning,  Single Volume of Interest - PROFESSIONAL COMPONENT (excludes imaging costs for CT and MRI)",,
5620,"Three Dimensional Radiotherapy Planning Procedures: 3-Dimensional Simulation and Graphic Planning,  Single Volume of Interest - TECHNICAL COMPONENT (excludes imaging costs for CT and MRI)",,
5821,"Three Dimensional Radiotherapy Planning Procedures: 3-Dimensional Simulation and Graphic Planning, Multiple Volumes of Interest - PROFESSIONAL COMPONENT (excludes imaging costs for CT and MRI)",,
5621,"Three Dimensional Radiotherapy Planning Procedures: 3-Dimensional Simulation and Graphic Planning, Multiple Volumes of Interest - TECHNICAL COMPONENT (excludes imaging costs for CT and MRI)",,
5822,"Three Dimensional Radiotherapy Planning Procedures: 3-Dimensional Simulation and Graphic Planning,  Special Technique - PROFESSIONAL COMPONENT (excludes imaging costs for CT and MRI)",,
5622,"Three Dimensional Radiotherapy Planning Procedures: 3-Dimensional Simulation and Graphic Planning,  Special Technique - TECHNICAL COMPONENT (excludes imaging costs for CT and MRI)",,
20.11.4,Intensity Modulated Radiotherapy Planning Procedures,,
5823,"Intensity Modulated Radiotherapy Planning Procedures: Intensity Modulated Radiotherapy Simulation, Inverse Planning, Radical Course - PROFESSIONAL COMPONENT (excludes imaging costs for CT and MRI)",,
5623,"Intensity Modulated Radiotherapy Planning Procedures: Intensity Modulated Radiotherapy Simulation, Inverse Planning, Radical Course - TECHNICAL COMPONENT (excludes imaging costs for CT and MRI)",,
5825,"Intensity Modulated Radiotherapy Planning Procedures: Intensity Modulated Radiotherapy Simulation, Inverse Planning, Booster Volumes (not for use with other IMRT planning codes) - PROFESSIONAL COMPONENT (excludes imaging costs for CT and MRI)",,
5625,"Intensity Modulated Radiotherapy Planning Procedures: Intensity Modulated Radiotherapy Simulation, Inverse Planning, Booster Volumes (not for use with other IMRT planning codes) - TECHNICAL COMPONENT (excludes imaging costs for CT and MRI)",,
5826,"Intensity Modulated Radiotherapy Planning Procedures: Intensity Modulated Radiotherapy Simulation, Inverse Planning, CT Scan with Magnetic Resonance Imaging or other Similar Imaging Fusion Techniques - PROFESSIONAL COMPONENT (excludes imaging costs for CT and MRI)",,
5626,"Intensity Modulated Radiotherapy Planning Procedures: Intensity Modulated Radiotherapy Simulation, Inverse Planning, CT Scan with Magnetic Resonance Imaging or other Similar Imaging Fusion Techniques - TECHNICAL COMPONENT (excludes imaging costs for CT and MRI)",,
20.11.5,Kilovolt Radiation Treatment,,
5834,"Kilovolt Radiation Treatment: Weekly Treatment, Kilovolt or Similar, per week or part thereof - PROFESSIONAL COMPONENT",,
5634,"Kilovolt Radiation Treatment: Weekly Treatment, Kilovolt or Similar, per week or part thereof - TECHNICAL COMPONENT",,
20.11.6,Short Course Radiation Treatment,,
5835,"Short Course Radiation Treatment: Short course treatment, Single Volume of Interest - PROFESSIONAL COMPONENT",,
5635,"Short Course Radiation Treatment: Short course treatment, Single Volume of Interest - TECHNICAL COMPONENT",,
5836,"Short Course Radiation Treatment: Short course treatment, Multiple Volumes of Interest - PROFESSIONAL COMPONENT",,
5636,"Short Course Radiation Treatment: Short course treatment, Multiple Volumes of Interest - TECHNICAL COMPONENT",,
5837,"Short Course Radiation Treatment: Short course Treatment, Special Technique - PROFESSIONAL COMPONENT",,
5637,"Short Course Radiation Treatment: Short course Treatment, Special Technique - TECHNICAL COMPONENT",,
20.11.7,Weekly Radiation Treatment Sessions,,
20.11.7.1,Weekly Radiation Treatment Sessions - Conventional Techniques,,
5839,"Weekly Radiation Treatment Sessions - Conventional Techniques: Weekly Treatment,  Single Volume of Interest - PROFESSIONAL COMPONENT",,
5639,"Weekly Radiation Treatment Sessions - Conventional Techniques: Weekly Treatment,  Single Volume of Interest - TECHNICAL COMPONENT",,
5840,"Weekly Radiation Treatment Sessions - Conventional Techniques: Weekly Treatment,  Multiple Volumes of Interest - PROFESSIONAL COMPONENT",,
5640,"Weekly Radiation Treatment Sessions - Conventional Techniques: Weekly Treatment,  Multiple Volumes of Interest - TECHNICAL COMPONENT",,
5841,"Weekly Radiation Treatment Sessions - Conventional Techniques: Weekly Treatment, Special Technique - PROFESSIONAL COMPONENT",,
5641,"Weekly Radiation Treatment Sessions - Conventional Techniques: Weekly Treatment, Special Technique - TECHNICAL COMPONENT",,
20.11.7.2,Weekly Radiation Treatment Sessions - Advanced Techniques,,
5849,"Weekly Radiation Treatment Sessions - Advanced Techniques: Weekly Treatment, Multi Leaf Collimators, Single Volume of Interest - PROFESSIONAL COMPONENT",,
5649,"Weekly Radiation Treatment Sessions - Advanced Techniques: Weekly Treatment, Multi Leaf Collimators, Single Volume of Interest - TECHNICAL COMPONENT",,
5850,"Weekly Radiation Treatment Sessions - Advanced Techniques: Weekly Treatment, Multi Leaf Collimators, Multiple Volumes of Interest - PROFESSIONAL COMPONENT",,
5650,"Weekly Radiation Treatment Sessions - Advanced Techniques: Weekly Treatment, Multi Leaf Collimators, Multiple Volumes of Interest - TECHNICAL COMPONENT",,
5851,"Weekly Radiation Treatment Sessions - Advanced Techniques: Weekly Treatment, Multi Leaf Collimators, Special Technique - PROFESSIONAL COMPONENT",,
5651,"Weekly Radiation Treatment Sessions - Advanced Techniques: Weekly Treatment, Multi Leaf Collimators, Special Technique - TECHNICAL COMPONENT",,
5854,"Weekly Radiation Treatment Sessions - Advanced Techniques: Weekly Treatment, Intensity Modulated Radiotherapy - PROFESSIONAL COMPONENT",,
5654,"Weekly Radiation Treatment Sessions - Advanced Techniques: Weekly Treatment, Intensity Modulated Radiotherapy - TECHNICAL COMPONENT",,
5855,"Weekly Radiation Treatment Sessions - Advanced Techniques: Weekly Treatment, Total Body Radiotherapy or Similar - PROFESSIONAL COMPONENT",,
5655,"Weekly Radiation Treatment Sessions - Advanced Techniques: Weekly Treatment, Total Body Radiotherapy or Similar - TECHNICAL COMPONENT",,
20.11.8,Stereotactic Radiation,,
5860,"Stereotactic Radiation: Stereotactic Radiation, Single or up to 4 (four) Fractions, Global Fee - PROFESSIONAL COMPONENT",,
5660,"Stereotactic Radiation: Stereotactic Radiation, Single Fraction, Global Fee - TECHNICAL COMPONENT",,
5861,"Stereotactic Radiation: Stereotactic Radiation, 5 (five) or more Fractions, Full course, Global Fee - PROFESSIONAL COMPONENT",,
5661,"Stereotactic Radiation: Stereotactic Radiation, Fractionated, Full course, Global Fee - TECHNICAL COMPONENT",,
20.12,Brachytherapy,,
20.12.1,Isotope/Applicator Therapy,,
5870,"Isotope/Applicator Therapy: Isotopes - Low Complexity, administration of low dose oral isotopes or use of surface applicators, up to five applications. Typically an out patient procedure. The cost of any isotopes and materials are not included",,
5872,"Isotope/Applicator Therapy: Isotopes - Intermediate Complexity, administration of isotopes requiring invasive techniques such as intravenous, intracavitary or intra-articular radioactive isotopes. Typical out patient procedure or admission and monitoring less than 48 hours. The cost of any isotopes and materials are not included",,
5873,"Isotope/Applicator Therapy: Isotopes - High Complexity, surface application of seed arrays requiring dosimetric assessment and/or high dose radio-active isotopes requiring admission and monitoring. Typically requires in patient admission and monitoring for more than 48 hours. The cost of any isotopes and materials are not included",,
20.12.2,Brachytherapy Implants,,
5882,"Brachytherapy Implants: Implants - Low Complexity, placement of a single guide tube for the administration of brachytherapy requiring <8 dwell points. The cost of materials are not included",,
5883,"Brachytherapy Implants: Implants - Intermediate Complexity, planar implants requiring >1 guide tube for the administration of brachytherapy, or the use of >8 dwell points in a single guide tube, or any procedure requiring <8 dwell points but which requires general anaesthesia for insertion. The cost of materials are not included",,
5885,Brachytherapy Implants: Implants - High Complexity requiring complex volumetric studies. Inclusive fee for implant under local or general anaesthetic. The cost of materials are not included,,
20.12.3,Brachytherapy Treatment,,
5890,"Brachytherapy Treatment: Global fee for manual afterloading - includes storage, handling, calibration, planning (manual or computerized), manual loading, daily treatment, monitoring, removal and disposal of the isotopes. The cost of any isotopes and materials are not included",,
5892,"Brachytherapy Treatment: Global fee for remote afterloading - includes input in calibration, graphic planning, daily treatment, monitoring, removal and disposal of implant materials on completion. The cost of materials are not included - PROFESSIONAL COMPONENT",,
5893,"Global Fee for remote afterloading - includes input in calibration, graphic planning, daily treatment, monitoring, removal and disposal of implant materials on completion. The cost of materials are not included - TECHNICAL COMPONENT",,
20.12.4,Brachytherapy Imaging,,
5895,"Brachytherapy Imaging: Brachytherapy: Special imaging where needed and if used, unusual to be added to any code other than items 5883 or 5885",,
21,Clinical Pathology,,
0097,"Pathology tests performed by non-pathologists: Where items under Clinical Pathology (section 21) and Anatomical Pathology (section 22) fall within the province of other specialists or general practitioners, the fee is to be charged at two-thirds of the pathologists fee",,
,"Please note: The calculated amounts in this section are calculated according to the clinical pathology unit values.
Note: For fees for Histology and Cytology refer to items 4561-4593 under Section 22: Anatomical Pathology.",,
21.1,Haematology,,
3705,Alkali resistant haemoglobin,,
3709,Antiglobulin test (Coombs' or trypsinzied red cells),,
3710,Antibody titration,,
3712,Antibody identification,,
3713,Bleeding time (does not include the cost of the simplate device),,
3714,"Blood volume, dye method",,
3715,Buffy layer examination,,
3716,Mean Cell Volume,,
3717,Bone marrow cytological examination only,,
3719,Bone marrow: Aspiration,,
3720,Bone marrow trephine biopsy,,
3721,Bone marrow aspiration and trephine biopsy (excluding histology),,
3722,Capillary fragility: Hess,,
3723,Circulating anticoagulants,,
3724,Coagulation factor inhibitor assay,,
3726,Activated protein C resistance,,
3727,Coagulation time,,
3728,Anti-factor Xa Activity,,
3729,Cold agglutinins,,
3730,Protein S: Functional,,
3731,Compatibility for blood transfusion,,
3732,Cryoglobulin,,
3734,Protein C (chromogenic),,
3735,Anti-thrombin III (chromogenic),,
3736,Plasminogen (chromogenic),,
3737,Lupus Russel Viper method,,
3738,Lupus Kaolin Exner method,,
3739,Erythrocyte count,,
3740,Factors V and VII: Qualitative,,
3741,Coagulation factor assay: Functional,,
3742,Coagulation factor assay: Immunological,,
3743,Erythrocyte sedimentation rate,,
3744,Fibrin stabilizing factor (urea test),,
3746,Fibrin monomers,,
3748,Plasminogen activator inhibitor (PAI-I),,
3750,Tissue plasminogen Activator (tPA),,
3753,Osmotic fragility (before and after incubation),,
3754,ABO Reverse Group,,
3755,"Full blood count (including items 3739, 3762, 3783, 3785, 3791)",,
3756,Full cross match,,
3757,Coagulation factors: Quantitative,,
3758,Factor VIII related antigen,,
3759,Coagulation factor correction study,,
3761,Factor XIII related antigen,,
3762,Haemoglobin estimation,,
3763,Contact activated product assay,,
3764,Grouping: A B and O antigens,,
3765,Grouping: Rh antigen,,
3766,PIVKA,,
3767,Euglobulin Lysis time,,
3768,Haemoglobin A2 (column chromatography),,
3769,Haemoglobin electrophoresis,,
3770,Haemoglobin-S (solubility test),,
3772,Haptoglobin: Quantitative,,
3773,Ham's acidified serum test,,
3775,Heinz bodies,,
3776,Haemosiderin in urinary sediment,,
3783,Leucocyte differential count,,
3785,Leucocytes: Total count,,
3786,QBC malaria concentration and fluorescent staining,,
3787,LE-cells,,
3789,Neutrophil alkaline phosphatase,,
3791,Packed cell volume: Haematocrit,,
3792,Plasmodium falciparum: Monoclonal immunological identification,,
3793,Plasma haemoglobin,,
3794,Platelet sensitivities,,
3795,Platelet aggregation per aggregant,,
3797,Platelet count,,
3799,Platelet adhesiveness,,
3801,Prothrombin consumption,,
3803,Prothrombin determination (two stages),,
3805,Prothrombin index,,
3806,Therapeutic drug level: Dosage,,
3809,Reticulocyte count,,
3810,Schumm's test,,
3811,Sickling test,,
3814,Sucrose lysis test for PNH,,
3816,T and B-cells EAC markers (limited to ONE marker only for CD4/8 counts),,
3820,Thrombo - Elastogram,,
3825,Fibrinogen titre,,
3829,Glucose 6-phosphate-dehydrogenase: Qualitative,,
3830,Glucose 6-phosphate-dehydrogenase: Quantitative,,
3832,Red cell pyruvate kinase: Quantitative,,
3834,Red cell Rhesus phenotype,,
3835,Haemoglobin F in blood smear,,
3837,Partial thromboplastin time,,
3841,Thrombin time (screen),,
3843,Thrombin time (serial),,
3847,Haemoglobin H,,
3851,Fibrin degeneration products (diffusion plate),,
3853,Fibrin degeneration products (latex slide),,
3854,XDP (Dimer test or equivalent latex slide test),,
3855,Haemagglutination inhibition,,
3856,D-Dimer (quantitative),,
3857,Ristocetin Cofactor,,
3858,Heparin removal,,
3718,Quantitative reverse transcriptase polymerase chain reaction (QR-PCR) for monitoring minimal residual disease (MRD) in leukaemia patients,R0.00,
3751,Osmtoic fragility (screen),R0.00,
3752,Osmotic fragility test: Quantitative,R0.00,
3771,Factor III-availability test,R0.00,
3781,Heparin tolerance,R0.00,
3796,Platelet antibodies: Agglutination,R0.00,
3807,Recalcification time,R0.00,
3828,Soluble urokrinase Plasminogen Activator Receptor (suPAR) ELISA,R0.00,
4415,Ptoassium,R0.00,
3711,Arneth count,R0.00,
21.2,Microscopic and miscellaneous tests,,
3863,Autogenous vaccine,,
3864,Entomological examination,,
3865,Parasites in blood smear,,
3867,"Miscellaneous (body fluids, urine, exudate, fungi, puss, scrapings, etc.)",,
3868,Fungus identification,,
3869,Faeces (including parasites),,
3873,Transmission electron microscopy,,
3874,Scanning electron microscopy,,
3875,Inclusion bodies,,
3878,Crystal identification polarized light microscopy,,
3879,Campylobacter in stool: Fastidious culture,,
3880,Antigen detection with polyclonal antibodies,,
3881,Mycobacteria,,
3882,Antigen detection with monoclonal antibodies,,
3883,Concentration techniques for parasites,,
3884,"Dark field, phase or interference contrast microscopy, Nomarski or Fontana",,
3885,Cytochemical stain,,
3872,Automated urine microscopy,R0.00,
21.3,Bacteriology,,
3887,Antibiotic susceptibility test: Per organism,,
3888,Adhesive tape preparation,,
3889,Clostridium difficile toxin: Monoclonal immunological,,
3890,Antibiotic assay of tissues and fluids,,
3891,Blood culture: Aerobic,,
3892,Blood culture: Anaerobic,,
3893,Bacteriological culture: Miscellaneous,,
3894,Radiometric blood culture,,
3895,Bacteriological culture: Fastidious organisms,,
3896,In vivo culture: Bacteria,,
3897,In vivo culture: Virus,,
3899,Bacterial exotoxin production (in vivo assay),,
3901,Fungal culture,,
3902,Clostridium difficile (cytotoxicity neutralisation),,
3903,Antibiotic level: Biological fluids,,
3904,Rotavirus latex slide test,,
3905,Identification of virus or rickettsia,,
3906,Identification: Chlamydia,,
3908,Anaerobe culture: Comprehensive,,
3909,Anaerobe culture: Limited procedure,,
3911,Beta-lactamase assay,,
3914,Sterility control test: Biological method,,
3915,Mycobacterium culture,,
3916,Radiometric tuberculosis culture,,
3918,Mycoplasma culture: Comprehensive,,
3919,Identification of mycobacterium,,
3920,Mycobacterium: Antibiotic sensitivity,,
3921,Antibiotic synergistic study,,
3922,Viable cell count,,
3923,Biochemical identification of bacterium: Abridged,,
